SYPTCODE,SYPTSERL,SYPTSMTP,SYPTPRTM,SYPTCHCO,SYPTGNDT
C1290084,0,Neoplastic Process,Neoplasm of skin of scalp,scalp tumor,20070305
C1290084,1,Neoplastic Process,Neoplasm of skin of scalp,"Mass, Subocciput",20070305
C1290084,2,Neoplastic Process,Neoplasm of skin of scalp,"Mass, Occipital Scalp",20070305
C1290084,3,Neoplastic Process,Neoplasm of skin of scalp,"Mass, Scalp, Frontal",20070305
C1290085,0,Neoplastic Process,Neoplasm of skin of ear,"Mass, Periauricle",20070305
C1290087,0,Neoplastic Process,Neoplasm of skin of temporal region,"Mass, Temporal Scalp",20070305
C1290105,0,Neoplastic Process,Neoplasm of skin of wrist,"Mass, Wrist, Skin",20070305
C1290118,0,Neoplastic Process,Melanocytic nevus of face,"Melanocytic Nevus, Face",20070305
C1290151,0,Disease or Syndrome,Disorder of nasal bone,Disorder of nasal bone (disorder),20070305
C1290156,0,Disease or Syndrome,Disorder of mandible,Disorder of mandible (disorder),20070305
C1290156,1,Disease or Syndrome,Disorder of mandible,"Bone Lesion, Mandible",20070305
C1290164,0,Injury or Poisoning,Rupture of gastrocnemius muscle,Gastrocnemius Muscles Rupture,20070305
C1290212,0,Disease or Syndrome,Diabetic motor polyneuropathy,Diabetic Motor Neuropathy,20070305
C1290220,0,Acquired Abnormality,Acquired deformity of head,"Deformity of Head, Acquired",20070305
C1290220,1,Acquired Abnormality,Acquired deformity of head,"Depression, Forehead, Acquired",20070305
C1290225,0,Neoplastic Process,Neoplasm of bone of skull,Skull Mass(Tumor),20070305
C1290227,0,Neoplastic Process,Neoplasm of parietal bone,"Mass, Parietal Skull",20070305
C1290228,0,Neoplastic Process,Neoplasm of temporal bone,"Mass, Temporal Bone",20070305
C1290229,0,Neoplastic Process,Neoplasm of occipital bone,"Mass, Occipital Bone",20070305
C1290230,0,Neoplastic Process,Neoplasm of sphenoid bone,"Mass, Sphenoid Αrea",20070305
C1290238,0,Neoplastic Process,Neoplasm of cervical vertebral column,경추종양,20070305
C1290239,0,Neoplastic Process,Neoplasm of thoracic vertebral column,흉추종양,20070305
C1290241,0,Neoplastic Process,Neoplasm of sacrum,"Lump, Sacrum",20070305
C1290241,1,Neoplastic Process,Neoplasm of sacrum,"Mass, Sacrum",20070305
C1290244,0,Neoplastic Process,Neoplasm of sternum,흉골종양,20070305
C1290245,0,Neoplastic Process,Neoplasm of clavicle,쇄골종양,20070305
C1290245,1,Neoplastic Process,Neoplasm of clavicle,"Mass, Clavicle",20070305
C1290247,0,Neoplastic Process,Neoplasm of ilium,장골종양,20070305
C1290248,0,Neoplastic Process,Neoplasm of ischium,좌골종양,20070305
C1290249,0,Neoplastic Process,Neoplasm of pubis,치골종양,20070305
C1290251,0,Neoplastic Process,Neoplasm of scapula,견갑골종양,20070305
C1290251,1,Neoplastic Process,Neoplasm of scapula,"Mass, Scapula",20070305
C1290254,0,Neoplastic Process,Neoplasm of radius,요골종양,20070305
C1290255,0,Neoplastic Process,Neoplasm of ulna,척골종양,20070305
C1290257,0,Neoplastic Process,Neoplasm of carpal bone,"Mass, Wrist, Bone",20070305
C1290266,0,Neoplastic Process,Neoplasm of bone of lower limb,하지뼈종양,20070305
C1290269,0,Neoplastic Process,Neoplasm of fibula,비골종양,20070305
C1290270,0,Neoplastic Process,Neoplasm of tibia,경골종양,20070305
C1290270,1,Neoplastic Process,Neoplasm of tibia,"Mass, Tibia",20070305
C1290272,0,Neoplastic Process,Neoplasm of patella,"Mass, Patella",20070305
C1290273,0,Neoplastic Process,Neoplasm of tarsal bone,"Mass, Ankle Bone",20070305
C1290305,0,Neoplastic Process,Neoplasm of supraclavicular region,"Mass, Supraclavicle",20070305
C1290309,0,Neoplastic Process,Neoplasm of chest wall,Malignant Tumor of Chest Wall,20070305
C1290309,1,Neoplastic Process,Neoplasm of chest wall,"Tumor, Chest Wall",20070305
C1290309,2,Neoplastic Process,Neoplasm of chest wall,Chondroma of Chest Wall,20070305
C1290309,3,Neoplastic Process,Neoplasm of chest wall,Chest Wall Neoplasm,20070305
C1290309,4,Neoplastic Process,Neoplasm of chest wall,Other Type of Chest Wall Neoplasm,20070305
C1290309,5,Neoplastic Process,Neoplasm of chest wall,Neoplasm of chest wall (disorder),20070305
C1290311,0,Neoplastic Process,Neoplasm of flank,Neoplasm of flank (disorder),20070305
C1290313,0,Neoplastic Process,Neoplasm of inguinal region,"Mass, Inguinal Area",20070305
C1290314,0,Neoplastic Process,Neoplasm of presacral region,"Mass, Presacrum",20070305
C1290315,0,Neoplastic Process,Neoplasm of sacrococcygeal region,"Mass, Coccyx",20070305
C1290318,0,Neoplastic Process,Neoplasm of hip region,"Nodule, Buttock",20070305
C1290323,0,Neoplastic Process,Neoplasm of foot,"Mass, Sole",20070305
C1290339,0,Disease or Syndrome,Focal pneumonia,focal pneumonitis,20070305
C1290364,0,Neoplastic Process,Neoplasm of right upper lobe of lung,"Mass, Lung, Rulf",20070305
C1290365,0,Neoplastic Process,Neoplasm of right middle lobe of lung,"Mass, Lung, Rmlf",20070305
C1290368,0,Neoplastic Process,Neoplasm of left lower lobe of lung,"Mass, Lung, Lllf",20070305
C1290376,0,Neoplastic Process,Neoplasm of mesothelial tissue,Mesothelial Tumor,20070305
C1290378,0,Neoplastic Process,Neoplasm of posterior mediastinum,"Mass, Posterior Mediastinum",20070305
C1290383,0,Disease or Syndrome,Disorder of cardiac function,Disorder of cardiac function (disorder),20070305
C1290389,0,Disease or Syndrome,Mitral valve stenosis and regurgitation,Mitral valve stenosis and regurgitation (disorder),20070305
C1290389,1,Disease or Syndrome,Mitral valve stenosis and regurgitation,Mitral Stenoinsufficiency,20070305
C1290398,0,Anatomical Abnormality,Cerebral arterial aneurysm,Mycotic Cerebral Aneurysm,20070305
C1290398,1,Anatomical Abnormality,Cerebral arterial aneurysm,Superior Hypophyseal Artery Aneurysm,20070305
C1290455,0,Congenital Abnormality,Gynandromorphism syndrome,Gynandrism,20070305
C1290456,0,Congenital Abnormality,Congenital anomaly of maxilla,"Deformity, Maxilla",20070305
C1290456,1,Congenital Abnormality,Congenital anomaly of maxilla,"Deformity, Midface",20070305
C1290468,0,Disease or Syndrome,Talocalcaneal coalition,Talonavicular Coalition,20070305
C1290476,0,Congenital Abnormality,Left ventricle outflow chamber,LV chamber,20070305
C1290486,0,Congenital Abnormality,Patent ductus arteriosus with left-to-right shunt,Little Left To Right Shunt Through PDA,20070305
C1290490,0,Congenital Abnormality,Congenital coronary artery fistula to right ventricle,Coronary-Right Ventricular Fistula,20070305
C1290509,0,Congenital Abnormality,congenital absence of one tooth,congenital absence of one tooth,20140722
C1290555,0,Congenital Abnormality,Abnormal root proximity between adjacent teeth,Abnormal root proximity between adjacent teeth (disorder),20070305
C1290556,0,Clinical finding,Protrusion of a tooth(disorder),Protrusion of tooth,20130724
C1290565,0,Congenital Abnormality,Congenital vertical mandibular hyperplasia,"Mentum, Sharp",20070305
C1290565,1,Congenital Abnormality,Congenital vertical mandibular hyperplasia,"Chin, Long",20070305
C1290576,0,Congenital Abnormality,Congenital anomaly of palate,구개선천기형,20070305
C1290576,1,Congenital Abnormality,Congenital anomaly of palate,Other Congenital Malformations of Palate,20070305
C1290576,2,Congenital Abnormality,Congenital anomaly of palate,"congenital deformity, palate",20070305
C1290576,3,Congenital Abnormality,Congenital anomaly of palate,"deformity palate,congenital",20070305
C1290576,4,Congenital Abnormality,Congenital anomaly of palate,PALATE DEFORMITY,20070305
C1290595,0,Congenital Abnormality,Buccal bifurcation cyst,Postoperative Cheek Cyst,20070305
C1290600,0,Congenital Abnormality,Congenital anomaly of uvula,deformity of uvula,20070305
C1290601,0,Congenital Abnormality,Congenital anomaly of intestinal tract,장관선천기형,20070305
C1290601,1,Disease or Syndrome,Congenital anomaly of intestinal tract,Congenital Malformations of Intestine,20070305
C1290613,0,Disease or Syndrome,Disorder of upper gastrointestinal tract,Disease of upper gastrointestinal tract (disorder),20070305
C1290636,0,Injury or Poisoning,Abrasion of neck of tooth,Abrasion of neck of tooth (disorder),20070305
C1290651,0,Disease or Syndrome,Residual cyst,"Cyst, Residual",20070305
C1290658,0,Disease or Syndrome,Suppurative inflammation of subgingival space,"Pus, Sublingual",20070305
C1290664,0,Disease or Syndrome,Widened periodontal ligament space,Widened periodontal ligament space (disorder),20070305
C1290672,0,Disease or Syndrome,Limited ability to open mouth,mouth opening limit,20070305
C1290672,1,Disease or Syndrome,Limited ability to open mouth,입이 잘 안벌어진다,20070305
C1290685,0,Disease or Syndrome,Temporomandibular joint tenderness on palpation,"Temporomandibular Joint, Tenderness",20070305
C1290713,0,Disease or Syndrome,Buccal exostosis,"Exostosis, Maxilla",20070305
C1290734,0,Disease or Syndrome,Condylar hypoplasia with mandibular asymmetry,Mandibular Hypoplasia,20070305
C1290753,0,Injury or Poisoning,concussion of tooth,"concussion, tooth",20140722
C1290764,0,Injury or Poisoning,Vertical fracture of root of tooth,Vertical fracture of root of tooth (disorder),20070305
C1290771,0,Sign or Symptom,Edema of oral vestibule,nasal vestibular swelling,20070305
C1290771,1,Sign or Symptom,Edema of oral vestibule,Oral vestibular swelling,20070305
C1290776,0,Disease or Syndrome,Abscess of buccal space of mouth,"Pus, Buccal",20070305
C1290776,1,Disease or Syndrome,Abscess of buccal space of mouth,buccal space abscess,20070305
C1290798,0,Acquired Abnormality,Acquired anomaly of lip,"Asymmetry,  Lip, Acquired",20070305
C1290798,1,Acquired Abnormality,Acquired anomaly of lip,"Deformity, Lip, Acquired",20070305
C1290802,0,Disease or Syndrome,abscess of sublingual space,"abscess, sublingual area",20140722
C1290828,0,Finding,Procedure related finding,Procedure related finding (finding),20070305
C1290833,0,Neoplastic Process,Neoplasm by body site,Neoplasm by body site (disorder),20070305
C1290851,0,Finding,Active disease following therapy,Active disease following therapy (finding),20070305
C1290853,0,Disease or Syndrome,Disorder by body site,Disease by body site (disorder),20070305
C1290859,0,Disease or Syndrome,Disorder of shoulder,Shoulder Affections,20070305
C1290862,0,Disease or Syndrome,Disorder of hip,Hip Affections,20070305
C1290862,1,Disease or Syndrome,Disorder of hip,Other Hip Affection,20070305
C1290868,0,Disease or Syndrome,Disorder of inguinal region,Disease of inguinal region (disorder),20070305
C1290873,0,Disease or Syndrome,Disorder of upper arm,right upper arm disorder,20070305
C1290878,0,Disease or Syndrome,Disorder of thigh,right thigh disease,20070305
C1290879,0,Disease or Syndrome,Disorder of knee,Knee Affections,20070305
C1290879,1,Disease or Syndrome,Disorder of knee,Other Affection of Knee,20070305
C1290879,2,Disease or Syndrome,Disorder of knee,left knee disorder,20070305
C1290879,3,Disease or Syndrome,Disorder of knee,Disease of knee,20070305
C1290884,0,Disease or Syndrome,Inflammatory disorder,Inflammatory Disease,20070305
C1290897,0,Finding,"Motor vehicle accident, driver",Driver's TA,20090116
C1290905,0,Finding,Discrepancy,Discrepancy (finding),20070305
C1290906,0,Functional Concept,Finding by site,Finding by site (finding),20070305
C1290908,0,Finding,Patient status finding,Patient status finding (finding),20070305
C1290916,0,Finding,Radiologic finding,Radiologic finding (finding),20070305
C1290918,0,Finding,Finding related to general body function,Finding related to general body function (finding),20070305
C1290926,0,Finding,Body weight AND/OR growth problem,Body weight AND/OR growth problem (finding),20070305
C1290943,0,Daily or Recreational Activity,Using wheelchair,"Using wheelchair, function (observable entity)",20070305
C1290952,0,Organism Function,Taking medication,약 복용하고 있음,20070305
C1290952,1,Daily or Recreational Activity,Taking medication,"Taking medication, function (observable entity)",20070305
C1290952,2,Organism Function,Taking medication,약 불규칙적으로 복용,20070305
C1290952,3,Organism Function,Taking medication,약 복용함,20070305
C1290952,4,Organism Function,Taking medication,약 복용,20070305
C1290952,5,Organism Function,Taking medication,약 복용중,20070305
C1290982,0,Finding,Vital signs finding,Vital signs finding (finding),20070305
C1290984,0,Finding,Age AND/OR growth finding,Age AND/OR growth finding (finding),20070305
C1290986,0,Finding,Cognitive perceptual finding,Cognitive perceptual finding (finding),20070305
C1290988,0,Finding,Value belief finding,Value belief finding (finding),20070305
C1290991,0,Finding,Abnormal flexion,Limitation Of Flexion,20070305
C1290991,1,Finding,Abnormal flexion,Abnormal flexion (finding),20070305
C1290991,2,Finding,Abnormal flexion,"LOM, Flexion",20070305
C1290999,0,Diagnostic Procedure,Froment's sign,Froment's sign (finding),20070305
C1291005,0,Finding,Respiratory auscultation finding,Respiratory auscultation finding (finding),20070305
C1291006,0,Finding,Finding on percussion of lung fields,Finding on percussion of lung fields (finding),20070305
C1291007,0,Finding,Respiratory finding on palpation of chest wall,Respiratory finding on palpation of chest wall (finding),20070305
C1291012,0,Finding,Diaphragmatic finding,횡격막-,20070305
C1291012,1,Finding,Diaphragmatic finding,Diaphragmatic finding (finding),20070305
C1291017,0,Finding,Cardiac auscultation finding,Cardiac auscultation finding (finding),20070305
C1291018,0,Finding,"Heart murmur, categorized by intensity","Heart murmur, categorized by intensity (finding)",20070305
